id,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD)
4118,Intel Xeon Platinum 8168 @ 2.70GHz,"32,373",361,24.92,"$1,298.95*"
4119,Intel Xeon Platinum 8171M @ 2.60GHz,"29,613",419,NA,NA
4120,Intel Xeon Platinum 8173M @ 2.00GHz,"28,025",467,NA,NA
4121,Intel Xeon Platinum 8175M @ 2.50GHz,"26,659",505,NA,NA
4122,Intel Xeon Platinum 8176 @ 2.10GHz,"23,179",626,8.30,"$2,793.70*"
4123,Intel Xeon Platinum 8180 @ 2.50GHz,"38,259",286,16.19,"$2,363.09*"
4124,Intel Xeon Platinum 8180M @ 2.50GHz,"30,313",402,NA,NA
4125,Intel Xeon Platinum 8252C @ 3.80GHz,"28,147",457,NA,NA
4126,Intel Xeon Platinum 8259CL @ 2.50GHz,"31,403",380,NA,NA
4127,Intel Xeon Platinum 8260 @ 2.40GHz,"30,347",400,18.50,"$1,640.00*"
4128,Intel Xeon Platinum 8260C @ 2.40GHz,"34,420",326,NA,NA
4129,Intel Xeon Platinum 8260M @ 2.30GHz,"33,970",335,4.41,"$7,705.00*"
4130,Intel Xeon Platinum 8260M @ 2.40GHz,"34,592",320,NA,NA
4131,Intel Xeon Platinum 8268 @ 2.90GHz,"34,062",333,5.67,"$6,005.98*"
4132,Intel Xeon Platinum 8270 @ 2.70GHz,"29,986",409,8.73,"$3,433.86*"
4133,Intel Xeon Platinum 8273CL @ 2.20GHz,"35,871",309,NA,NA
4134,Intel Xeon Platinum 8275CL @ 3.00GHz,"40,794",262,NA,NA
4135,Intel Xeon Platinum 8280 @ 2.70GHz,"36,830",301,12.53,"$2,940.00*"
4136,Intel Xeon Platinum 8347C @ 2.10GHz,"49,386",188,NA,NA
4137,Intel Xeon Platinum 8358 @ 2.60GHz,"54,416",158,12.66,"$4,298.95"
4138,Intel Xeon Platinum 8360Y @ 2.40GHz,"54,078",163,19.31,"$2,799.97*"
4139,Intel Xeon Platinum 8362 @ 2.80GHz,"56,787",147,9.89,"$5,740.00*"
4140,Intel Xeon Platinum 8368Q @ 2.60GHz,"46,681",208,NA,NA
4141,Intel Xeon Platinum 8375C @ 2.90GHz,"56,202",151,NA,NA
4142,Intel Xeon Platinum 8380 @ 2.30GHz,"62,318",104,8.54,"$7,301.00*"
4143,Intel Xeon Platinum 8454H,"62,347",103,9.53,"$6,540.00*"
4144,Intel Xeon Platinum 8461V,"74,982",63,16.70,"$4,491.00*"
4145,Intel Xeon Platinum 8470 @2.00GHz,"89,850",34,9.60,"$9,359.00*"
4146,Intel Xeon Platinum 8475B,"3,280",2565,NA,NA
4147,Intel Xeon Platinum 8481C @ 2.70GHz,"11,681",1246,NA,NA
4148,Intel Xeon Platinum 8488C,"88,667",36,NA,NA
4149,Intel Xeon Platinum 8571N,"68,385",80,NA,NA
4150,Intel Xeon Platinum 8575C,"3,342",2536,NA,NA
4151,Intel Xeon Platinum 8581C @ 2.30GHz,"8,040",1544,NA,NA
4152,Intel Xeon Platinum 8592+,"84,013",41,7.24,"$11,600.00*"
4153,Intel Xeon Platinum P-8124 @ 3.00GHz,"22,674",648,NA,NA
4154,Intel Xeon Silver 4108 @ 1.80GHz,"9,103",1440,68.81,$132.29
4155,Intel Xeon Silver 4109T @ 2.00GHz,"10,348",1331,24.35,$425.00
4156,Intel Xeon Silver 4110 @ 2.10GHz,"10,282",1338,77.37,$132.89
4157,Intel Xeon Silver 4112 @ 2.60GHz,"6,521",1778,28.30,$230.40
4158,Intel Xeon Silver 4114 @ 2.20GHz,"13,058",1163,816.64,$15.99
4159,Intel Xeon Silver 4116 @ 2.10GHz,"14,945",1032,196.64,$76.00
4160,Intel Xeon Silver 4116T @ 2.10GHz,"15,187",1025,13.66,"$1,112.00*"
4161,Intel Xeon Silver 4123 @ 3.00GHz,"14,405",1069,NA,NA
4162,Intel Xeon Silver 4208 @ 2.10GHz,"11,198",1275,33.94,$329.98
4163,Intel Xeon Silver 4209T @ 2.20GHz,"11,080",1282,17.07,$649.25*
4164,Intel Xeon Silver 4210 @ 2.20GHz,"13,556",1125,77.28,$175.42
4165,Intel Xeon Silver 4210R @ 2.40GHz,"15,162",1026,39.90,$380.00
4166,Intel Xeon Silver 4214 @ 2.20GHz,"16,320",970,60.44,$270.00*
4167,Intel Xeon Silver 4214R @ 2.40GHz,"17,834",896,34.63,$514.93
4168,Intel Xeon Silver 4214Y @ 2.20GHz,"16,442",963,21.92,$750.00
4169,Intel Xeon Silver 4215 @ 2.50GHz,"14,439",1063,26.55,$543.84
4170,Intel Xeon Silver 4215R @ 3.20GHz,"14,987",1030,18.82,$796.33
4171,Intel Xeon Silver 4216 @ 2.10GHz,"20,877",733,26.10,$800.00
4172,Intel Xeon Silver 4216R @ 2.20GHz,"24,027",591,NA,NA
4173,Intel Xeon Silver 4309Y @ 2.80GHz,"18,898",833,32.87,$575.00
4174,Intel Xeon Silver 4310 @ 2.10GHz,"21,903",680,46.11,$475.00
4175,Intel Xeon Silver 4310T @ 2.30GHz,"20,607",746,29.13,$707.48
4176,Intel Xeon Silver 4314 @ 2.40GHz,"28,975",438,34.01,$851.90
4177,Intel Xeon Silver 4316 @ 2.30GHz,"31,903",368,25.73,"$1,239.95"
4178,Intel Xeon Silver 4410T,"28,759",443,41.93,$685.92
4179,Intel Xeon Silver 4410Y,"24,797",563,44.05,$563.00*
4180,Intel Xeon Silver 4416+,"44,140",233,37.53,"$1,176.00*"
4181,Intel Xeon Silver 4509Y,"18,749",843,NA,NA
4182,Intel Xeon Silver 4510,"32,992",351,58.60,$563.00*
4183,Intel Xeon Silver 4510T,"29,119",433,46.67,$624.00*
4184,Intel Xeon Silver 4514Y,"28,456",450,39.20,$725.99
4185,Intel Xeon W-10855M @ 2.80GHz,"12,298",1210,27.33,$450.00*
4186,Intel Xeon W-10885M @ 2.40GHz,"15,464",1010,24.82,$623.00*
4187,Intel Xeon W-11155MLE @ 1.80GHz,"8,502",1489,35.13,$242.00*
4188,Intel Xeon W-11555MLE @ 1.90GHz,"12,591",1193,36.18,$348.00*
4189,Intel Xeon W-11555MRE @ 2.60GHz,"17,484",913,53.63,$326.00*
4190,Intel Xeon W-11855M @ 3.20GHz,"17,872",894,39.72,$450.00*
4191,Intel Xeon W-11865MLE @ 1.50GHz,"15,917",990,34.08,$467.00*
4192,Intel Xeon W-11865MRE @ 2.60GHz,"19,589",797,40.81,$480.00*
4193,Intel Xeon W-11955M @ 2.60GHz,"22,061",673,35.41,$623.00*
4194,Intel Xeon W-1250 @ 3.30GHz,"13,737",1114,41.19,$333.48*
4195,Intel Xeon W-1250E @ 3.50GHz,"12,212",1218,46.97,$260.00*
4196,Intel Xeon W-1250P @ 4.10GHz,"14,355",1076,44.65,$321.50*
4197,Intel Xeon W-1270 @ 3.40GHz,"17,573",907,48.54,$362.00*
4198,Intel Xeon W-1270E @ 3.40GHz,"18,635",850,50.78,$367.00*
4199,Intel Xeon W-1270P @ 3.80GHz,"17,099",938,36.34,$470.52*
4200,Intel Xeon W-1270TE @ 2.00GHz,"13,553",1126,36.93,$367.00*
4201,Intel Xeon W-1290 @ 3.20GHz,"20,073",780,34.10,$588.67*
4202,Intel Xeon W-1290E @ 3.50GHz,"19,060",825,38.12,$500.00*
4203,Intel Xeon W-1290P @ 3.70GHz,"22,344",662,34.41,$649.40*
4204,Intel Xeon W-1290T @ 1.90GHz,"18,409",863,37.27,$494.00*
4205,Intel Xeon W-1290TE @ 1.80GHz,"14,505",1061,26.28,$552.00*
4206,Intel Xeon W-1350 @ 3.30GHz,"18,775",841,55.88,$335.99*
4207,Intel Xeon W-1350P @ 4.00GHz,"19,611",796,52.69,$372.23*
4208,Intel Xeon W-1370 @ 2.90GHz,"22,926",635,48.88,$468.99*
4209,Intel Xeon W-1370P @ 3.60GHz,"22,814",641,44.82,$508.99*
4210,Intel Xeon W-1390 @ 2.80GHz,"23,902",596,41.64,$573.99*
4211,Intel Xeon W-1390P @ 3.50GHz,"25,159",547,NA,NA
4212,Intel Xeon W-2102 @ 2.90GHz,"5,028",2098,17.52,$286.99*
4213,Intel Xeon W-2104 @ 3.20GHz,"5,545",1987,21.74,$255.00*
4214,Intel Xeon W-2123 @ 3.60GHz,"8,507",1488,19.92,$427.11*
4215,Intel Xeon W-2125 @ 4.00GHz,"10,061",1348,23.40,$429.95
4216,Intel Xeon W-2133 @ 3.60GHz,"12,678",1187,20.55,$617.00*
4217,Intel Xeon W-2135 @ 3.70GHz,"14,414",1068,14.30,"$1,007.70*"
4218,Intel Xeon W-2140B @ 3.20GHz,"17,329",925,NA,NA
4219,Intel Xeon W-2145 @ 3.70GHz,"17,971",890,14.67,"$1,224.67*"
4220,Intel Xeon W-2150B @ 3.00GHz,"20,520",750,NA,NA
4221,Intel Xeon W-2155 @ 3.30GHz,"21,077",722,13.77,"$1,530.39*"
4222,Intel Xeon W-2170B @ 2.50GHz,"24,299",579,NA,NA
4223,Intel Xeon W-2175 @ 2.50GHz,"23,429",616,54.23,$432.00*
4224,Intel Xeon W-2191B @ 2.30GHz,"28,227",454,NA,NA
4225,Intel Xeon W-2195 @ 2.30GHz,"27,914",469,9.97,"$2,800.00*"
4226,Intel Xeon W-2223 @ 3.60GHz,"8,562",1483,21.46,$398.95*
4227,Intel Xeon W-2225 @ 4.10GHz,"10,487",1321,20.27,$517.38*
4228,Intel Xeon W-2235 @ 3.80GHz,"14,349",1077,21.51,$666.99*
4229,Intel Xeon W-2245 @ 3.90GHz,"19,445",805,28.24,$688.56
4230,Intel Xeon W-2255 @ 3.70GHz,"22,389",659,42.65,$525.00*
4231,Intel Xeon W-2265 @ 3.50GHz,"25,619",535,38.64,$663.00*
4232,Intel Xeon W-2275 @ 3.30GHz,"27,961",468,33.29,$840.00*
4233,Intel Xeon W-2295 @ 3.00GHz,"30,892",389,22.47,"$1,375.00*"
4234,Intel Xeon W-3175X @ 3.10GHz,"46,125",214,15.18,"$3,039.28*"
4235,Intel Xeon W-3223 @ 3.50GHz,"17,009",941,20.73,$820.55*
4236,Intel Xeon W-3225 @ 3.70GHz,"18,251",871,13.84,"$1,319.00*"
4237,Intel Xeon W-3235 @ 3.30GHz,"25,554",538,12.78,"$1,998.95*"
4238,Intel Xeon W-3245 @ 3.20GHz,"31,066",385,11.57,"$2,683.99*"
4239,Intel Xeon W-3245M @ 3.20GHz,"28,067",463,5.61,"$5,002.00*"
4240,Intel Xeon W-3265 @ 2.70GHz,"30,105",407,6.61,"$4,551.37*"
4241,Intel Xeon W-3265M @ 2.70GHz,"34,147",331,5.37,"$6,353.00*"
4242,Intel Xeon W-3275 @ 2.50GHz,"41,469",255,8.47,"$4,894.00*"
4243,Intel Xeon W-3275M @ 2.50GHz,"40,419",267,5.42,"$7,453.00*"
4244,Intel Xeon W-3323 @ 3.50GHz,"27,822",476,29.32,$949.00*
4245,Intel Xeon W-3335 @ 3.40GHz,"39,293",274,30.25,"$1,299.00*"
4246,Intel Xeon W-3345 @ 3.00GHz,"47,664",199,19.07,"$2,499.00*"
4247,Intel Xeon W-3365 @ 2.70GHz,"59,038",122,15.33,"$3,851.00*"
4248,Intel Xeon W-3375 @ 2.50GHz,"59,091",120,13.13,"$4,499.00*"
4249,Intel Xeon w3-2423,"15,520",1007,NA,NA
4250,Intel Xeon w3-2425,"18,941",831,35.81,$529.00*
4251,Intel Xeon w3-2435,"26,434",513,39.51,$669.00*
4252,Intel Xeon w3-2525,"26,480",510,43.48,$609.00*
4253,Intel Xeon w3-2535,"35,828",310,NA,NA
4254,Intel Xeon W3503 @ 2.40GHz,"1,118",3903,111.93,$9.99*
4255,Intel Xeon W3505 @ 2.53GHz,"1,181",3845,79.45,$14.86*
4256,Intel Xeon W3520 @ 2.67GHz,"2,926",2721,117.05,$25.00*
4257,Intel Xeon W3530 @ 2.80GHz,"3,067",2657,9.07,$338.14*
4258,Intel Xeon W3540 @ 2.93GHz,"3,109",2641,20.86,$149.00*
4259,Intel Xeon W3550 @ 3.07GHz,"3,245",2577,64.97,$49.95*
4260,Intel Xeon W3565 @ 3.20GHz,"3,380",2520,56.38,$59.95*
4261,Intel Xeon W3570 @ 3.20GHz,"3,267",2572,6.95,$469.95*
4262,Intel Xeon W3580 @ 3.33GHz,"3,638",2428,16.96,$214.50*
4263,Intel Xeon W3670 @ 3.20GHz,"6,413",1799,21.72,$295.19*
4264,Intel Xeon W3680 @ 3.33GHz,"7,026",1688,56.19,$125.05*
4265,Intel Xeon W3690 @ 3.47GHz,"7,205",1661,144.12,$49.99*
4266,Intel Xeon w5-2445,"32,254",362,38.44,$839.00*
4267,Intel Xeon w5-2455X,"37,370",295,32.52,"$1,149.21*"
4268,Intel Xeon w5-2465X,"45,782",222,30.07,"$1,522.74*"
4269,Intel Xeon w5-2545,"41,406",256,46.58,$889.00*
4270,Intel Xeon w5-2555X,"47,638",200,44.56,"$1,069.00*"
4271,Intel Xeon w5-2565X,"52,646",168,39.32,"$1,339.00*"
4272,Intel Xeon w5-3423,"28,251",453,23.76,"$1,189.00*"
4273,Intel Xeon w5-3425,"36,024",308,30.30,"$1,189.00*"
4274,Intel Xeon w5-3433,"34,722",319,NA,NA
4275,Intel Xeon w5-3435X,"45,862",220,26.92,"$1,703.43*"
4276,Intel Xeon w5-3525,"49,190",190,36.74,"$1,339.00*"
4277,Intel Xeon w5-3535X,"54,276",161,28.80,"$1,884.64*"
4278,Intel Xeon W5580 @ 3.20GHz,"3,459",2483,5.97,$579.45*
4279,Intel Xeon W5590 @ 3.33GHz,"3,342",2537,2.38,"$1,406.34*"
4280,Intel Xeon w7-2475X,"53,875",164,28.25,"$1,906.93*"
4281,Intel Xeon w7-2495X,"57,697",137,23.09,"$2,498.80*"
4282,Intel Xeon w7-2575X,"58,625",130,34.71,"$1,689.00*"
4283,Intel Xeon w7-2595X,"66,742",82,32.73,"$2,039.00*"
4284,Intel Xeon w7-3445,"48,476",196,24.37,"$1,989.00*"
4285,Intel Xeon w7-3455,"58,050",133,23.32,"$2,489.00*"
4286,Intel Xeon w7-3465X,"62,564",98,20.33,"$3,077.93*"
4287,Intel Xeon w7-3565X,"73,318",66,27.27,"$2,689.00*"
4288,Intel Xeon w9-3475X,"64,709",91,15.90,"$4,069.99*"
4289,Intel Xeon w9-3495X,"91,491",32,15.54,"$5,889.00*"
4290,Intel Xeon w9-3575X,"82,620",48,21.81,"$3,789.00*"
4291,Intel Xeon w9-3595X,"101,511",23,17.24,"$5,889.00*"
4292,Intel Xeon X3210 @ 2.13GHz,"1,293",3737,6.96,$185.71*
4293,Intel Xeon X3220 @ 2.40GHz,"1,973",3250,29.83,$66.14*
4294,Intel Xeon X3230 @ 2.66GHz,"2,052",3206,5.86,$349.95*
4295,Intel Xeon X3320 @ 2.50GHz,"2,034",3214,8.86,$229.50*
4296,Intel Xeon X3323 @ 2.50GHz,"2,030",3219,104.83,$19.36*
4297,Intel Xeon X3330 @ 2.66GHz,"2,102",3174,10.01,$210.00*
4298,Intel Xeon X3350 @ 2.66GHz,"2,263",3076,37.73,$59.99*
4299,Intel Xeon X3353 @ 2.66GHz,"2,283",3060,31.06,$73.50*
4300,Intel Xeon X3360 @ 2.83GHz,"2,424",2981,60.62,$39.99*
4301,Intel Xeon X3363 @ 2.83GHz,"2,370",3013,27.06,$87.60*
4302,Intel Xeon X3370 @ 3.00GHz,"2,505",2929,62.63,$40.00*
4303,Intel Xeon X3380 @ 3.16GHz,"2,568",2895,5.04,$509.95*
4304,Intel Xeon X3430 @ 2.40GHz,"2,313",3044,14.00,$165.23*
4305,Intel Xeon X3440 @ 2.53GHz,"2,763",2788,64.25,$43.00*
4306,Intel Xeon X3450 @ 2.67GHz,"2,869",2746,73.56,$39.00*
4307,Intel Xeon X3460 @ 2.80GHz,"2,972",2702,40.69,$73.04*
4308,Intel Xeon X3470 @ 2.93GHz,"3,306",2550,34.97,$94.56*
4309,Intel Xeon X3480 @ 3.07GHz,"3,273",2568,NA,NA
4310,Intel Xeon X5260 @ 3.33GHz,"1,238",3788,95.20,$13.00*
4311,Intel Xeon X5270 @ 3.50GHz,"1,524",3575,NA,NA
4312,Intel Xeon X5272 @ 3.40GHz,"1,451",3615,10.36,$140.00*
4313,Intel Xeon X5355 @ 2.66GHz,"2,033",3215,6.78,$299.95*
4314,Intel Xeon X5365 @ 3.00GHz,"2,331",3036,17.94,$129.95*
4315,Intel Xeon X5450 @ 3.00GHz,"2,418",2985,40.98,$59.01*
4316,Intel Xeon X5460 @ 3.16GHz,"2,582",2886,11.76,$219.55*
4317,Intel Xeon X5470 @ 3.33GHz,"2,869",2747,15.94,$179.95*
4318,Intel Xeon X5472 @ 3.00GHz,"2,197",3119,9.76,$225.00*
4319,Intel Xeon X5482 @ 3.20GHz,"2,755",2790,27.56,$99.95*
4320,Intel Xeon X5492 @ 3.40GHz,"2,912",2726,2.09,"$1,391.29*"
4321,Intel Xeon X5550 @ 2.67GHz,"3,027",2670,30.89,$98.00*
4322,Intel Xeon X5560 @ 2.80GHz,"3,210",2600,32.10,$100.00*
4323,Intel Xeon X5570 @ 2.93GHz,"3,312",2547,33.12,$100.00*
4324,Intel Xeon X5647 @ 2.93GHz,"4,441",2202,222.81,$19.93*
4325,Intel Xeon X5650 @ 2.67GHz,"5,741",1931,575.27,$9.98*
4326,Intel Xeon X5660 @ 2.80GHz,"5,979",1892,599.05,$9.98*
4327,Intel Xeon X5667 @ 3.07GHz,"4,659",2158,258.26,$18.04*
4328,Intel Xeon X5670 @ 2.93GHz,"6,141",1852,122.95,$49.95*
4329,Intel Xeon X5672 @ 3.20GHz,"4,996",2105,111.05,$44.99*
4330,Intel Xeon X5675 @ 3.07GHz,"6,396",1802,NA,NA
4331,Intel Xeon X5677 @ 3.47GHz,"5,053",2094,45.94,$110.00*
4332,Intel Xeon X5679 @ 3.20GHz,"7,095",1677,NA,NA
4333,Intel Xeon X5680 @ 3.33GHz,"6,886",1713,NA,NA
4334,Intel Xeon X5687 @ 3.60GHz,"5,349",2033,28.16,$189.95*
4335,Intel Xeon X5690 @ 3.47GHz,"7,039",1686,17.68,$398.02*
4336,Intel Xeon X5698 @ 4.40GHz,"3,447",2485,NA,NA
4337,Intel Xeon X6550 @ 2.00GHz,"1,936",3275,24.50,$79.00*
4338,JLQ JR510,"1,047",3985,NA,NA
4339,"lisa based Qualcomm Technologies, Inc. SM7325","5,456",2009,NA,NA
4340,M7221,760,4295,NA,NA
4341,Manta,356,4767,NA,NA
4342,"Mars based on Qualcomm Technologies, Inc SM8350","5,230",2058,NA,NA
4343,MediaTek Dimensity 1000+ (MT6889),"4,892",2119,NA,NA
4344,Mediatek Dimensity 7025 (MT6855),"4,589",2172,NA,NA
4345,Mediatek Dimensity 7200-Pro (MT6886),"4,735",2144,NA,NA
4346,Mediatek Dimensity 7300-Ultra (MT6878),"6,147",1851,NA,NA
4347,Mediatek Dimensity 8200-Ultimate (MT6896),"7,396",1624,NA,NA
4348,Mediatek Dimensity 8350 (MT6897),"7,390",1625,NA,NA
4349,Mediatek Dimensity 8400-Turbo (MT6899),"8,907",1452,NA,NA
4350,MediaTek Dimensity 900 (MT6877),"4,854",2126,NA,NA
4351,Mediatek Dimensity 9200 (MT6985),"7,976",1552,NA,NA
4352,Mediatek Dimensity 9400 (MT6991),"12,506",1198,NA,NA
4353,Mediatek DM700,"4,471",2197,NA,NA
4354,MediaTek G70 (MT6769V/CB),"2,441",2970,NA,NA
4355,MediaTek G70 (MT6769V/WB),"2,192",3125,NA,NA
4356,MediaTek G80 (MT6769T),"2,589",2880,NA,NA
4357,MediaTek G80 (MT6769V/CT),"2,498",2933,NA,NA
4358,MediaTek G80 (MT6769V/CU),"2,724",2806,NA,NA
4359,MediaTek G85 (MT6769Z),"2,765",2786,NA,NA
4360,MediaTek G88 (MT6769H),"2,739",2797,NA,NA
4361,MediaTek G99 Ultimate (MT6789),"4,213",2260,NA,NA
4362,MediaTek Kompanio 520/528 (MT8186/MT8186T),"3,691",2411,NA,NA
4363,MediaTek MT6735,584,4511,NA,NA
4364,MediaTek MT6737,473,4638,NA,NA
4365,MediaTek MT6737M,427,4678,NA,NA
4366,MediaTek MT6737T,697,4377,NA,NA
4367,Mediatek MT6739,680,4399,NA,NA
4368,Mediatek MT6739W,251,4925,NA,NA
4369,MediaTek MT6739WA,402,4716,NA,NA
4370,MediaTek MT6739WW,445,4663,NA,NA
4371,MediaTek MT6750,"1,052",3981,NA,NA
4372,MediaTek MT6750T,"1,187",3838,NA,NA
4373,MediaTek MT6750V/WT,"1,153",3875,NA,NA
4374,MediaTek MT6753,955,4080,NA,NA
4375,MediaTek MT6753T,"1,149",3880,NA,NA
4376,MediaTek MT6757CD,"1,782",3393,NA,NA
4377,MediaTek MT6757V,"1,804",3370,NA,NA
4378,Mediatek MT6761,"1,163",3862,NA,NA
4379,Mediatek MT6761V/CAB,"1,074",3953,NA,NA
4380,MediaTek MT6761V/WBB,799,4249,NA,NA
4381,Mediatek MT6761V/WD,762,4294,NA,NA
4382,MediaTek MT6761V/WE,757,4299,NA,NA
4383,Mediatek MT6762,"1,784",3390,NA,NA
4384,MediaTek MT6762G,"1,239",3784,NA,NA
4385,MediaTek MT6762V/CA,"1,289",3740,NA,NA
4386,MediaTek MT6762V/CB,"1,639",3481,NA,NA
4387,MediaTek MT6762V/CN,637,4450,NA,NA
4388,MediaTek MT6762V/WA,"1,476",3597,NA,NA
4389,MediaTek MT6762V/WB,"1,471",3603,NA,NA
4390,MediaTek MT6762V/WD,"1,582",3523,NA,NA
4391,MediaTek MT6762V/WR,"1,546",3553,NA,NA
4392,MediaTek MT6763V/CE,"2,130",3158,NA,NA
4393,MediaTek MT6763V/V,"1,578",3527,NA,NA
4394,Mediatek MT6765,"1,707",3433,NA,NA
4395,MediaTek MT6765G,"1,670",3460,NA,NA
4396,Mediatek MT6765H,"2,061",3201,NA,NA
4397,MediaTek MT6765V/CA,"1,844",3338,NA,NA
4398,MediaTek MT6765V/CB,"1,899",3307,NA,NA
4399,Mediatek MT6765V/WA,"2,186",3127,NA,NA
4400,Mediatek MT6765V/WB,"1,801",3374,NA,NA
4401,Mediatek MT6765V/XBA,"1,732",3421,NA,NA
4402,Mediatek MT6768,"2,709",2819,NA,NA
4403,Mediatek MT6768G,"3,232",2590,NA,NA
4404,MediaTek MT6768V/CA,"2,346",3028,NA,NA
4405,Mediatek MT6769,"2,889",2736,NA,NA
4406,Mediatek MT6769V/CB,"2,713",2814,NA,NA
4407,MediaTek MT6771V/C,"2,673",2839,NA,NA
4408,MediaTek MT6771V/CT,"2,682",2831,NA,NA
4409,MediaTek MT6771V/W,"2,452",2959,NA,NA
4410,MediaTek MT6771V/WM,"2,258",3080,NA,NA
4411,MediaTek MT6771V/WT,"2,387",2999,NA,NA
4412,Mediatek MT6779,"3,430",2494,NA,NA
4413,MediaTek MT6779V/CE,"3,112",2638,NA,NA
4414,MediaTek MT6779V/CU,"2,683",2830,NA,NA
4415,MediaTek MT6779V/CV,"2,712",2816,NA,NA
4416,Mediatek MT6781,"3,877",2347,NA,NA
4417,Mediatek MT6781V/CD,"4,040",2308,NA,NA
4418,Mediatek MT6781V/CDZAMB-H,"4,160",2270,NA,NA
4419,Mediatek MT6785,"3,824",2362,NA,NA
4420,MediaTek MT6785V/CC,"3,415",2502,NA,NA
4421,MediaTek MT6785V/CD,"3,649",2423,NA,NA
4422,Mediatek MT6789V/CD,"4,272",2243,NA,NA
4423,MediaTek MT6797,"1,903",3303,NA,NA
4424,MediaTek MT6797T,"1,605",3505,NA,NA
4425,MediaTek MT6797X,"2,212",3111,NA,NA
4426,Mediatek MT6833,"4,083",2295,NA,NA
4427,Mediatek MT6833G,"4,532",2184,NA,NA
4428,Mediatek MT6833GP,"4,426",2207,NA,NA
4429,Mediatek MT6833P,"3,700",2405,NA,NA
4430,Mediatek MT6833V/NZA,"3,615",2436,NA,NA
4431,Mediatek MT6833V/PNZA,"4,106",2283,NA,NA
4432,Mediatek MT6833V/ZA,"4,229",2255,NA,NA
4433,MediaTek MT6853T,"3,508",2468,NA,NA
4434,Mediatek MT6853V/NZA,"3,995",2314,NA,NA
4435,Mediatek MT6853V/TNZA,"4,161",2269,NA,NA
4436,MediaTek MT6873,"4,074",2301,NA,NA
4437,Mediatek MT6875,"5,258",2049,NA,NA
4438,Mediatek MT6877V/TTZA,"4,970",2108,NA,NA
4439,Mediatek MT6877V/TZA,"4,708",2148,NA,NA
4440,Mediatek MT6879V/ZA,"4,632",2164,NA,NA
4441,Mediatek MT6879V_T/ZA,"5,218",2059,NA,NA
4442,Mediatek MT6883Z/CZA,"5,914",1901,NA,NA
4443,Mediatek MT6891,"5,300",2043,NA,NA
4444,Mediatek MT6891Z/CZA,"6,644",1753,NA,NA
4445,Mediatek MT6891Z_T/CZA,"7,160",1667,NA,NA
4446,Mediatek MT6891Z_Z/CZA,"6,545",1773,NA,NA
4447,Mediatek MT6893,"6,334",1817,NA,NA
4448,Mediatek MT6893Z_T/CZA,"6,397",1801,NA,NA
4449,MediaTek MT6895,"7,615",1590,NA,NA
4450,Mediatek MT6895Z/TCZA,"6,744",1740,NA,NA
4451,Mediatek MT6895Z_A/TCZA,"7,618",1589,NA,NA
4452,Mediatek MT6895Z_B/TCZA,"7,044",1684,NA,NA
4453,MediaTek MT6983,"6,776",1730,NA,NA
4454,Mediatek MT6983W/CZA,"9,136",1436,NA,NA
4455,Mediatek MT6983Z/CZA,"7,726",1580,NA,NA
4456,Mediatek MT6989,"10,792",1306,NA,NA
4457,MediaTek MT8163,619,4469,NA,NA
4458,MediaTek MT8166B,971,4063,NA,NA
4459,MediaTek MT8167B,403,4715,NA,NA
4460,MediaTek MT8168,"1,029",4002,NA,NA
4461,MediaTek MT8168A,712,4358,NA,NA
4462,Mediatek MT8168B,795,4254,NA,NA
4463,Mediatek MT8173,"1,366",3680,NA,NA
4464,Mediatek MT8175B,592,4499,NA,NA
4465,MediaTek MT8183,"2,587",2883,NA,NA
4466,MediaTek MT8188,"3,144",2625,NA,NA
4467,Mediatek MT8192,"5,172",2070,NA,NA
4468,Mediatek MT8195,"8,419",1494,NA,NA
4469,Mediatek MT8195AV,"6,251",1832,NA,NA
4470,Mediatek MT8365,"1,156",3871,NA,NA
4471,Mediatek MT8370AV/A,"4,107",2282,NA,NA
4472,Mediatek MT8390AV/A,"4,920",2114,NA,NA
4473,Mediatek MT8696,740,4325,NA,NA
4474,MediaTek MT8735B,418,4688,NA,NA
4475,Mediatek MT8765WA,564,4535,NA,NA
4476,Mediatek MT8766A,979,4054,NA,NA
4477,Mediatek MT8766B,"1,174",3852,NA,NA
4478,Mediatek MT8768A,"1,524",3574,NA,NA
4479,MediaTek MT8768CT,"2,037",3210,NA,NA
4480,Mediatek MT8768CX,"2,274",3069,NA,NA
4481,Mediatek MT8768N,"2,382",3003,NA,NA
4482,MediaTek MT8768WA,"1,706",3434,NA,NA
4483,Mediatek MT8768WE,"1,667",3462,NA,NA
4484,MediaTek MT8768WT,"1,998",3241,NA,NA
4485,Mediatek MT8771V/PZA,"4,414",2210,NA,NA
4486,Mediatek MT8781V/CA,"4,123",2278,NA,NA
4487,Mediatek MT8781V/NA,"4,320",2233,NA,NA
4488,Mediatek MT8786,"2,560",2899,NA,NA
4489,Mediatek MT8786V/CT,"3,301",2553,NA,NA
4490,Mediatek MT8786V/N,"3,171",2612,NA,NA
4491,Mediatek MT8788,"3,322",2544,NA,NA
4492,Mediatek MT8789,"6,640",1754,NA,NA
4493,Mediatek MT8789V/CT,"3,946",2330,NA,NA
4494,Mediatek MT8789V/T,"4,222",2258,NA,NA
4495,Mediatek MT8791V/TN,"4,809",2133,NA,NA
4496,Mediatek MT8791V/TZA,"2,909",2727,NA,NA
